variety,harvest_code,location,treatment,state,quality_overall,watercore,tree_vigor,fruit_drop,red_pct,color_pattern,comments,coarse_texture,harvest_load,fruit_load,eating_quality,scab_susc,brix,flavor,flesh_color,firm_or_soft,firmness_value,ground_color,over_color,image_url,size,shape,weight_grams,harvest_window,russeting,season,biennial,storage_quality,evaluation_date,drop_status,rootstock,preharvest_drop_pct,drop_location,texture,CAR_susc,fireblight_susc,skin_feel,skin_thick,starch_index,DA_meter,tree_habit,tree_vigor2,brix_numeric,firmness_numeric,red_pct_numeric,starch_numeric,routing,is_premium,size_numeric,season_numeric
Minneiska,,Belchertown,,MA,fair-good,,medium,faint,75,solid-blush,very juicy; just about right to pick,absent right now,,medium-heavy,excellent,,14.8,tart-sweet,cream-yellow,very crisp melting,3.2,green-yellow,orange-red,http://fruit.umext.umass.edu/2011apple/minneiskafruit090811.jpg,medium-large,cylindrical-conic,243.0,,very conspicuous,middle,,good-excellent,9/8/2011,nil,M.9,<5 to 20,"stem, sides",medium-coarse,,,dry,somewhat thin,13.2,5,upright-spreading,medium,14.8,3.2,75.0,13.2,fresh_standard,False,3,3
Stark Ultrared Gala,,Belchertown,,MA,very good,,medium,faint,95,solid-blush-hint stripe,"mediocre Gala cv., although generally attractive",few,stem,light-medium,fair-good,,18,sweet-tart,cream-yellow,very fine melting,2.9,yellow,orange-red,,medium,conic,193.0,,somewhat conspicuous,early-middle,,,9/8/2011,nil,,way <5,"stem, insignificant",,,,dry,average,12.4,5.9,spreading-upright,medium-strong,18.0,2.9,95.0,12.4,fresh_premium,False,3,2
Lindamac,,Belchertown,no,MA,very good,,medium-strong,faint,80,solid-blush with hint of stripe,"some fruit cracking on tree, overcropped, not the best color I have seen",few,all over,medium-heavy,good,,15,tart,green-white,soft-crsip,3.1,green,red,http://fruit.umext.umass.edu/2011apple/lindamacapple091011.jpg,medium,globose,181.0,September 1-15,mostly inconspicuous,middle,,very good,9/10/2011,nil,M.9,nil,,,,susceptible,dry,average,10.2,4.2 (3-5),upright-spreading,medium,15.0,3.1,80.0,10.2,fresh_premium,False,3,3
Buckeye Gala,,Belchertown,,MA,good,,medium-strong,faint,90,solid-stripe,Unsure why soluble solids so low? Heavy crop...?,absent,,medium-heavy,good,susceptible,17.8,sweet,green-white,medium melting,2.9,green-yellow,dark red,http://fruit.umext.umass.edu/2011apple/buckeyegalaapple091111.jpg,medium,conic,179.0,September 1-15,somewhat conspicuous,early-middle,,good,9/11/2011,nil,M.9-337,nil,,,,,slightly greasy,somewhat thick,9.5,7,upright-spreading,medium-strong,17.8,2.9,90.0,9.5,fresh_standard,False,3,2
Honeycrisp,,Belchertown,no,MA,fair-good,yes,medium,faint,55,blush-stripe,one with moldy core; needs to be picked ASAP,absent,,medium-heavy,very good,,15.1,sweet,green-white,crisp melting,3.2,green-yellow,orange-red,http://fruit.umext.umass.edu/2011apple/honeycrisp091411.jpg,medium-large,somewhat conic,239.0,September 1-15,inconspicuous,middle,,very good,9/14/2011,some,B.9,nil,stem,fine,,,dry,average,11.5,7,spreading,medium,15.1,3.2,55.0,11.5,fresh_standard,True,3,3
Crimson Crisp,,Northboro,unknown,MA,excellent,,medium,no,95,solid-blush,thickish skin,absent,,medium-heavy,good,,23.4,tart,cream-white,fine melting,3.0,light green,"dark red, bright",,medium,cylindrical-conic,203.0,September 16-30,inconspicuous,middle,,good,9/15/2011,nil,M.9,nil,calyx,,,resistant,dry,somewhat thick,13.2,4.9,upright-spreading,medium,23.4,3.0,95.0,13.2,fresh_premium,False,3,3
Honeygold,,Northboro,unknown,MA,very good,,medium,faint,"10, minimal",blush,"soft, bruises easily -- pick sooner?",absent,,medium-heavy,fair,,13.7,sweet,white,soft,3.4,green-yellow,bronze-orange,http://fruit.umext.umass.edu/2011apple/honeygoldapple091511.jpg,medium-large,globose,239.0,September 1-15,"somewhat conspicuous, few",middle,,fair-good,9/15/2011,none,m.9,0,,,,,dry,average,12.8,7,upright-spreading,medium-strong,13.7,3.4,,12.8,fresh_premium,False,3,3
Golden Supreme,,Northboro,yes,MA,excellent,,strong,no,"15, variable",blush,unevern maturity; very nice from these trees,absent,,medium,very good,,17.9,tart-sweet,white,medium melting,3.2,green-yellow,pink-red,http://fruit.umext.umass.edu/2011apple/goldensupremeapple091511.jpg,large,distinctly conic,240.0,September 16-30,somewhat conspicuous,middle,,very good,9/15/2011,some,M.9,nil,,,,,dry,average,10.5,3.9 (2-6),upright,strong,17.9,3.2,,10.5,fresh_premium,False,5,3
Elstar,,Northboro,unknown,MA,fair-good,,medium,faint,70,solid-blush hint stripe,"high-quality eating apple, not so attractive (russet), but otherwise we should be growing more",absent,,medium-heavy,very good,,15.6,"sweet, complex",cream-white,"softish, melting",3.15,green-yellow,orange-red,http://fruit.umext.umass.edu/2011apple/elstarapple091511.jpg,medium-large,cylindrical-conic,236.0,September 1-15,somewhat conspicuous,middle,,good-excellent,9/15/2011,nil,M.9,5,"calyx, side, net",medium,,,slightly greasy,average,12.7,6.9,upright-spreading,medium,15.6,3.15,70.0,12.7,juice,False,3,3
Redmax McIntosh,,Belchertown,no,MA,very good,,medium,faint,75,solid-blush-stripe,mites,absent,,medium-heavy,good,somewhat resistant,14.3,sweet-tart,green-white,soft,3,green,red,http://fruit.umext.umass.edu/2011apple/redmax092011apple.jpg,medium,globose,186.0,September 16-30,inconspicuous,middle,,very good for a Mcintosh,9/20/2011,some,B.9,absent,,,resistant,susceptible,dry,average,10.8,6,upright-spreading,medium,14.3,3.0,75.0,10.8,fresh_premium,False,3,3
Golden Supreme,,Belchertown,no,MA,very good,yes,medium,faint,10,blush,"bruises easily, prone to pre-harvest drop",absent,,variable,good,,14.6,sweet,cream-white,medium melting,2.95,green-yellow,orange-pink,,medium-large,conical,198.0,September 16-30,inconspicuous,middle,,good,9/21/2011,not this year,M.9,0,,,,,slightly greasy on more mature fruit,somewhat thin,9,,upright,strong,14.6,2.95,10.0,9.0,fresh_premium,False,3,3
Mollie’s Delicious,,Pittstown,,NJ,good,,,yes,75,blush,,,,light,,,11,sweet,cream-yellow,mealy,3.666,cream-green,red,,large,cylindrical waisted,20.32,,inconspicuous,,,,8/22/2011,,,10-25,all over,coarse,,,,,13,8,,,11.0,3.666,75.0,13.0,fresh_standard,False,5,3
BT1035,,Pittstown,,NJ,good,,upright,no,95,blush,,absent,,light-medium,good,,16.3,"tart, green",white-yellow,crisp,2.94,green-brown,red,,small-medium,,9.21,,inconspicuous,early,,good,8/22/2011,few,,<10%,side-net,coarse,,,slightly greasy,average,11.9,6.13,upright spindle,strong,16.3,2.94,95.0,11.9,fresh_standard,False,1,1
Snappy Mac,,Pittstown,,NJ,good,,strong,,60,solid-blush,very flavorful &tart,,,light,,,15.3,tart-sweet,white,,3.04,green,red,,medium-large,obloid,10.0,,inconspicuous,early,,,8/22/2011,few,,<10,hips,medium,,,slightly greasy,average,12.4,4.67,upright spindle,medium-strong,15.3,3.04,60.0,12.4,fresh_standard,False,3,1
Linda Mac,,Pittstown,,NJ,,,medium,,80,stripe,,,,medium-heavy,,,14.8,starchy-sweet,white-yellow,less crisp,3.1,green,red,,medium-large,,9.92,,inconspicuous,early,,,8/22/2011,some,,0,,,,,,,12.2,4.81,upright,medium-strong,14.8,3.1,80.0,12.2,unknown,False,3,1
"Roger’s Red Mac (Early Fuji Block, E Guard Row)",,Pittstown,,NJ,good,,strong,,40,blush,,,,medium,fair,,15.3,starchy-tart,white,,3.1,green,red,,large,,11.16,,inconspicuous,early,,,8/22/2011,,,0,,,,,,,11.4,4.94,spreading-upright,strong,15.3,3.1,40.0,11.4,fresh_standard,False,5,1
Blondee (Early Fuji),,Pittstown,,NJ,,,medium,,0,,,,,light-medium,,,15,,,,3.3,green-yellow,clear yellow,,large,ovoid,13.82,,conspicuous,early,,,8/22/2011,,,>10,"stem, bottom",coarse,,,,,12.9,8,spreading-upright,medium-strong,15.0,3.3,0.0,12.9,unknown,False,5,1
Blondee M1040 (Row 12),,Pittstown,full rate,NJ,,,medium,,5,blush,,,,medium,good,,18.5,sweet,white,crisp,2.96,yellow-green,yellow,,medium,,11.81,,inconspicuous,early,,,8/22/2011,,,<10,hips,,,,,,10.9,8.08,spreading-upright,medium,18.5,2.96,5.0,10.9,unknown,False,3,1
Ultra Red Gala (Row 3),,Pittstown,,NJ,,,strong,,90,stripe-blush,,,,heavy,,,15.9,"watery,  bland",cream,,2.77,cream-yellow,red,,medium,ovoid,10.1,,conspicuous,early,,,8/22/2011,,,0,,,,,,,10.3,9,upright,strong,15.9,2.77,90.0,10.3,unknown,False,3,1
Stark Galaxy,,Pittstown,,NJ,,,,,72,stripe,,,,,,,15.23,"delicate, sweet",cream,,3,clear-yellow,red,,large,conic,11.69,,conspicuous,,,,8/22/2011,,,0,,,,,,,10.2,9,,,15.23,3.0,72.0,10.2,unknown,False,5,3
Lydia’s Red Gala,,Pittstown,,NJ,excellent,,,,80,blush,vibrant color,,,,,,15.83,"mild-sweet, watery",cream,crunchy,2.88,yellow-green,pink-red,,medium,,10.87,,conspicuous,,,,8/22/2011,,,0,,,,,,,10.8,8.75,,,15.83,2.88,80.0,10.8,fresh_premium,False,3,3
Imperial Gala,,Pittstown,,NJ,excellent,,strong,,65,blush-stripe,,,,,,,15.8,"sweet, tasty",white,,3,cream,red,,large,globose,12.2,,inconspicuous,,,,8/22/2011,,,10,all over,warts,,,,,11.9,6.88,upright,strong,15.8,3.0,65.0,11.9,fresh_premium,False,5,3
Mitchell Gala (Fumigation),,Pittstown,,NJ,excellent,,,,80,stripe-blush,,absent,,,,,16.58,"very sweet, fruity",,,3.04,yellow-cream,red,,large,,13.0,,conspicuous,,,,8/22/2011,,,10,stem,coarse,,,,,14.4,9,,,16.58,3.04,80.0,14.4,fresh_premium,False,5,3
Redmax Mcintosh,,Belchertown,,MA,,,,,"85, last pick",,"very loose on tree, last pick, done",,,,,,14,,,,3.0,,,,,,,,,,,,9/26/2011,"some, loose",,,,,,,,,11.1,6.5,,,14.0,3.0,,11.1,unknown,False,3,3
Redcort Cortland,,Belchertown,no,MA,fair-good,,medium,no,80,solid-stripe-blush,definitely ready to pick despite low SI (not reliable with Cortland),few,side,medium-heavy,good,somewhat susceptible,14.5,tart,white,fine melting,3.3,green,dark red,http://fruit.umext.umass.edu/2011apple/redcort092611apple.jpg,large,globose,224.0,September 16-30,inconspicuous,middle,black rot (fruit mummys),fair-good,9/26/2011,some,M.9-Pajam 2`,<5,stem,medium,,"susceptible, but none observed",dry,average,11.1,4 (2-8),spreading,medium-strong,14.5,3.3,80.0,11.1,fresh_standard,False,5,3
Macoun,,Belchertown,no,MA,good,,medium-strong,faint,65,solid-blush,just ready to pick,absent,,medium,very good,,15.5,sweet-tart,white,crisp melting,2.9,green,red,,medium,`somewhat conic,171.0,September 16-30 (Ocotber 1),slighlty conspicuous,middle-late,,very good,9/28/2011,some,M.9-Nic29,absent,,,,,dry,average,10.7,4,upright,medium-strong,15.5,2.9,65.0,10.7,fresh_standard,False,3,4
Autumn Gala,,Pittstown,,NJ,excellent,,medium,yes,70,stripe-blush,"First time harvest of young trees,",absent,,light,excellent,,21.6,sweet,cream-yellow,crisp,2.96,yellow,red,,small-medium,ovoid,112.0,,inconspicuous,middle,,good,9/19/2011,some,B9,10,stem,fine,,,not yet,thick,15.7,7.8,upright,medium,21.6,2.96,70.0,15.7,fresh_premium,False,1,3
Royal Empire,,Belchertown,no,MA,very good,yes,medium,faint,85,solid-blush-stripe,light crop,absent,,light,good,,17.3,"tart-sweet, fruity",white,medium melting,2.8,light green,red,http://fruit.umext.umass.edu/2011apple/royalempire092911.jpg,small-medium,round,159.0,October 1-15,"small,  mostly inconspicuous",middle-late,,good,9/29/2011,none,b.9,0,,,,,dry,average,12.3,4.3,upright-spreading,weak-medium,17.3,2.8,85.0,12.3,fresh_premium,False,1,4
Rubinstar Jonagold,,Belchertown,,MA,good-best already picked,,medium,very faint,60,solid-blush,,absent,,medium-heavy,very good,,14.8,tart-sweet,cream-white,medium melting,3.2,light green,orange-red,http://fruit.umext.umass.edu/2011apple/rubinstarjonagold092911.jpg,medium-large,somewhat conic,235.0,,somewhat conspicuous,middle-late,,very good,9/29/2011,nil,M.9,<5,stem,medium,,,dry,average,10.7,6.9,upright-spreading,medium-strong,14.8,3.2,60.0,10.7,fresh_standard,False,3,4
McIntosh,,Harvard - Phil’s Apples,,MA,,,,,80,,with Retain,,,,,,13.2,,,,2.9,,,,,,,,,,,,9/30/2011,significant,,,,,,,,,11.3,6.9,,,13.2,2.9,80.0,11.3,unknown,False,3,3
Liberty,,Belchertown,,MA,fair-good,,medium,yes,95, solid-blush (hint stripe),"uneven ripening, could have been  picked a week ago; very good for cider now",,,heavy,fair-good,,16.1,sweet-tart,white,medium melting,3.15,green,red,http://fruit.umext.umass.edu/2011apple/liberty100611apple.jpg,medium-large,globose-round-conic (variable),208.0,,inconspicuous,middle-late,,fair-good,10/6/2011,few,B.9,nil,stem,,,resistant,slightly greasy,average,13.4,6.3 (5-7.5),upright-spreading,weak-medium,16.1,3.15,95.0,13.4,fresh_standard,False,3,4
Gibson Golden Delicious,,Belchertown,no,MA,excellent,,medium,very faint,0,,top-notch Golden Delicious,absent,,medium,very good,,14.4,sweet,cream-yellow,medium melting,3.15,green-yellow,absent,,medium-large,conic,230.0,October 1-15,somewhat conspicuous,late,,very good,10/7/2011,none,B.9,nil,stem,,,,dry,somewhat thin,12.1,6.5,upright-spreading,strong,14.4,3.15,0.0,12.1,fresh_premium,False,3,5
Cameo,,Belchertown,no,MA,good,yes,medium,faint,65,solid-blush-stripe,"one with moldy core, variable fruit size and maturity but should be picked; SS should be higher...",absent,,medium-heavy,good,,15.5,mostly sweet,cream-yellow,medium melting,3.15,light green,dull red,http://fruit.umext.umass.edu/2011apple/cameopapple101111.jpg,medium-large,conic,227.0,October 1-15,somewhat conspicuous,late,,good,10/9/2011,nil,"B.9, M.9, g.16",absent,,,,,dry,somewhat thin,11.5,5.6,upright-spreading,medium-strong,15.5,3.15,65.0,11.5,fresh_standard,False,3,5
Mutsu,,Belchertown,no,MA,very good,tendency,medium,faint,5,stripe,"could wait a week to pick, not at it’s peak yet",absent,,light,very good,,17.5,"tart-sweet, unique",green-white,crisp melting,3.4,green,orange-bronze,http://fruit.umext.umass.edu/2011apple/mutsuapple100911.jpg,large,cylindrical,322.0,October 16-31,inconspicuous,late,blister spot,very good,10/9/2011,none,M.9,<5,stem,medium,,,dry,average-thick,10.9,3.9,upright-spreading,strong,17.5,3.4,5.0,10.9,fresh_premium,False,5,5
Crimson Gold,,Northboro,unknown,MA,good,,medium,no,60,solid-blush,"1st-leaf trees; complex flavor, similar to Topaz",absent,,light,very good,,18.5,sweet-tart,white,crisp melting,2.95,yellow-green,orange-red,http://fruit.umext.umass.edu/2011apple/crimsongoldapple101112.jpg,small-medium,flat-conic,171.0,October 1-15,conspicuous,late,,very good,10/12/2011,none,M.9,5-10,stem,medium,,resistant,dry,average,13.5,5.9,upright-spreading,medium,18.5,2.95,60.0,13.5,fresh_standard,False,1,5
Crimson Topaz,,Belchertown,no,MA,good,no,medium,very faint,75,stripe-blush,definitely ready to pick,absent,,heavy,very good,,16.3,"sweet-tart, complex",cream-yellow,crisp melting,3.25,yellow-green,orange-red,http://fruit.umext.umass.edu/2011apple/crimsontopazapple101112.jpg,medium-large,globose,243.0,October 1-15,somewhat conspicuous,late,,very good,10/12/2011,none,M.9,5-10,stem,medium,,resistant,mostly dry,average,11.6,6.4,upright-spreading,medium,16.3,3.25,75.0,11.6,fresh_standard,False,3,5
Ambrosia,,Belchertown,no,MA,very good,yes,medium,yes,55,solid-blush,"over-cropped, does not help eat quality",absent,,very heavy,good,,15.8,"sweet, fruity",cream-white,medium melting,3.0,green-yellow,pink-red,http://fruit.umext.umass.edu/2011apple/ambrosiafruit101611.jpg,medium,somewhat coniconic,194.0,October 16-31,inconspicuous,middle-late,,good,10/16/2011,none,B.9,0,,,,susceptible,very slightly greasy,somewhat thin,11,7,upright-spreading,weak-medium,15.8,3.0,55.0,11.0,fresh_premium,True,3,4
Suncrisp,,Belchertown,no,MA,excellent,tendency,medium,no,20,blush,"very nice crop this year, requires vigilant thinning for best quality; equal to or better than Honeycrisp off the tree",absent,,medium,excellent,,17.3,tart-sweet-tart,cream-white,crisp melting,3.2,green-yellow,orange-red,http://fruit.umext.umass.edu/2011apple/suncrispapple102111.jpg,large,conic,241.0,October 16-31,inconspicuous,late,susceptible to storage issues,excellent,10/21/2011,none,B.9,nil,,,,,"dry, unless over-ripe",average,13.4,6.9,upright-spreading,medium,17.3,3.2,20.0,13.4,fresh_premium,False,5,5
Autumn Rose Fuji,,Belchertown,no,MA,good,yes,medium,faint,70,blush-stripe,no water core,absent,,variable,good,,16.8,sweet,cream-white,medium melting,2.95,light green,bronze-red,http://fruit.umext.umass.edu/2011apple/autumrosefuji102111.jpg,medium,globose-cylindrical,193.0,October 16-31,conspicuous,late,,good,10/21/2011,none,B.9,<5,variable,fine,,,dry,somewhat thin,12.3,7,upright-spreading,weak-medium,16.8,2.95,70.0,12.3,fresh_standard,False,3,5
Desert Rose Fuji,,Belchertown,no,MA,very good,yes,medium,faint,80,solid-blush,one with water core,absent,,variable,good,,15.1,sweet,white,medium melting,3.0,light green,bronze-red,http://fruit.umext.umass.edu/2011apple/desertrosefuji102111.jpg,medium,cylindrical-globose,201.0,October 16-31,conspicuous,late,,good,10/21/2011,none,B.9,0,,,,,dry,average,11.5,7,upright-spreading,medium,15.1,3.0,80.0,11.5,fresh_premium,False,3,5
Stark Little Jewel,,Belchertown,no,MA,very good,,medium,faint,nearly 100,solid with hint of stripe,"not ‘little’ fruit; pretty impressive for being relatively over-mature, seems to hang well on tree; good eating quality and flavor at this point; some water core",absent,,medium,good,unknow,18.7,"sweet-tart, somewhat acid",cream-yellow,firm melting,3.15,green-yellow,red,http://fruit.umext.umass.edu/2011apple/starklittlejewel102411.jpg,medium-large,conic,233.0,October 16-31,somewhat conspicuous,late,,very good,10/24/2011,nil,M.26,5,stem,fine,somewhat resistant,unknown,slightly greasy,somewhat thick,14.3,7 (6-8),"upright-spreading, spurry",medium-strong,18.7,3.15,,14.3,fresh_premium,False,3,5
Joburn Braeburn,,Belchertown,no,MA,very good,tendency,profuse,very faint,85,solid-blush-stripe,can pick now,absent,,medium-heavy,very good,,19.1,sweet-tart,green-white,fine melting,2.95,light green,medium red,,medium,elliptical-conic,215.0,October 16-31,somewhat conspicuous,late,,very good,10/25/2011,none,B.9,0,,,,,dry,somewhat thin,11.1,5.4,upright-spreading,weak-medium,19.1,2.95,85.0,11.1,fresh_premium,False,3,5
Goldrush,,Belchertown,no,MA,very good,tendency,profuse,faint,10,blush,would make great cider,absent,,light-medium,very good,,22.2,tart,white,firm melting,2.95,green-yellow,bronze-orange,,small-medium,ovoid-conic,200.0,November 1-15,conspicuous,late,,very good,10/28/2011,none,M.9-RN29,0,,,,resistant,dry,average,12,3.6,upright-spreading,weak-medium,22.2,2.95,10.0,12.0,fresh_premium,False,1,5
Jersyeymac,,Belchertown,no,MA,fair-good,no,medium,faint,40,blush with hint of stripe,"uneven matuity, significatn drop already, but lots of leafroller damage",absent,,medium-heavy,fair-good,,14,tart,green-white,soft,3.1,green,red,http://fruit.umext.umass.edu/images/2012apple/jerseymac072312.jpg,medium-large,globose-round,177.0,August 1-15,inconspicuous,early,,fair-good,7/23/2012,significant,,0,,,,,dry,average,11.0,4 (2.5-6),spreading-upright,medium-strong,14.0,3.1,40.0,11.0,juice,False,3,1
Sunrise (8C-27-96),,Belchertown,no,MA,very good,,medium,faint,40,stripe-blush,"one of the best apples at this time; maybe some heat injury to flesh on sun side?; some drop, with over-ripe (moldy core>) apples",absent,,medium-heavy,good,,16.2,sweet-tart,white,fine melting,3.0,light green,orange-red,http://fruit.umext.umass.edu/images/2012apple/sunrise073112.jpg,medium,conic,198.0,August 1-15,inconspicuous,early,,very good,7/31/2012,few,Mark,0,,,,susceptible,dry,average,11.6,4,upright-spreading,medium,16.2,3.0,40.0,11.6,fresh_premium,False,3,1
Zestar!,,Deerfield,,MA,very good,,,faint,60,stripe-blush,about the best Zestar! I have had,absent,,medium-heavy,very good,,14.9,tart-sweet,cream-white,medium melting,3.0,green-yellow,pink-red,,medium,variable,176.0,,somewhat conspicuous,,,very good,8/14/2012,few,,5,stem,,,,dry,average,13.9,4.7 (3-6.5),,,14.9,3.0,60.0,13.9,fresh_premium,False,3,3
